start,start_state,is_repdigit,distinct_digits,digit_multiset,x,y,descending,ascending,first_result,first_result_state,trajectory,final_attractor,final_attractor_state,iterations_to_attractor,distance_to_6174,distance_to_0000,reaches_6174,reaches_0000,other_cycle_detected,cycle_length,cycle
3705,3705,False,4,0357,7,2,7530,357,7173,7173,3705 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3706,3706,False,4,0367,7,3,7630,367,7263,7263,3706 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3707,3707,False,3,0377,7,4,7730,377,7353,7353,3707 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3708,3708,False,4,0378,8,4,8730,378,8352,8352,3708 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3709,3709,False,4,0379,9,4,9730,379,9351,9351,3709 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3710,3710,False,4,0137,7,2,7310,137,7173,7173,3710 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3711,3711,False,3,1137,6,2,7311,1137,6174,6174,3711 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3712,3712,False,4,1237,6,1,7321,1237,6084,6084,3712 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3713,3713,False,3,1337,6,0,7331,1337,5994,5994,3713 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3714,3714,False,4,1347,6,1,7431,1347,6084,6084,3714 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3715,3715,False,4,1357,6,2,7531,1357,6174,6174,3715 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3716,3716,False,4,1367,6,3,7631,1367,6264,6264,3716 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3717,3717,False,3,1377,6,4,7731,1377,6354,6354,3717 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3718,3718,False,4,1378,7,4,8731,1378,7353,7353,3718 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3719,3719,False,4,1379,8,4,9731,1379,8352,8352,3719 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3720,3720,False,4,0237,7,1,7320,237,7083,7083,3720 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3721,3721,False,4,1237,6,1,7321,1237,6084,6084,3721 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3722,3722,False,3,2237,5,1,7322,2237,5085,5085,3722 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3723,3723,False,3,2337,5,0,7332,2337,4995,4995,3723 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3724,3724,False,4,2347,5,1,7432,2347,5085,5085,3724 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3725,3725,False,4,2357,5,2,7532,2357,5175,5175,3725 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3726,3726,False,4,2367,5,3,7632,2367,5265,5265,3726 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3727,3727,False,3,2377,5,4,7732,2377,5355,5355,3727 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3728,3728,False,4,2378,6,4,8732,2378,6354,6354,3728 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3729,3729,False,4,2379,7,4,9732,2379,7353,7353,3729 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3730,3730,False,3,0337,7,0,7330,337,6993,6993,3730 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3731,3731,False,3,1337,6,0,7331,1337,5994,5994,3731 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3732,3732,False,3,2337,5,0,7332,2337,4995,4995,3732 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3733,3733,False,2,3337,4,0,7333,3337,3996,3996,3733 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3734,3734,False,3,3347,4,1,7433,3347,4086,4086,3734 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3735,3735,False,3,3357,4,2,7533,3357,4176,4176,3735 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3736,3736,False,3,3367,4,3,7633,3367,4266,4266,3736 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3737,3737,False,2,3377,4,4,7733,3377,4356,4356,3737 -> 4356 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3738,3738,False,3,3378,5,4,8733,3378,5355,5355,3738 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3739,3739,False,3,3379,6,4,9733,3379,6354,6354,3739 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3740,3740,False,4,0347,7,1,7430,347,7083,7083,3740 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3741,3741,False,4,1347,6,1,7431,1347,6084,6084,3741 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3742,3742,False,4,2347,5,1,7432,2347,5085,5085,3742 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3743,3743,False,3,3347,4,1,7433,3347,4086,4086,3743 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3744,3744,False,3,3447,4,0,7443,3447,3996,3996,3744 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3745,3745,False,4,3457,4,1,7543,3457,4086,4086,3745 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3746,3746,False,4,3467,4,2,7643,3467,4176,4176,3746 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3747,3747,False,3,3477,4,3,7743,3477,4266,4266,3747 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3748,3748,False,4,3478,5,3,8743,3478,5265,5265,3748 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3749,3749,False,4,3479,6,3,9743,3479,6264,6264,3749 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3750,3750,False,4,0357,7,2,7530,357,7173,7173,3750 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3751,3751,False,4,1357,6,2,7531,1357,6174,6174,3751 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3752,3752,False,4,2357,5,2,7532,2357,5175,5175,3752 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3753,3753,False,3,3357,4,2,7533,3357,4176,4176,3753 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3754,3754,False,4,3457,4,1,7543,3457,4086,4086,3754 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3755,3755,False,3,3557,4,0,7553,3557,3996,3996,3755 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3756,3756,False,4,3567,4,1,7653,3567,4086,4086,3756 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3757,3757,False,3,3577,4,2,7753,3577,4176,4176,3757 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3758,3758,False,4,3578,5,2,8753,3578,5175,5175,3758 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3759,3759,False,4,3579,6,2,9753,3579,6174,6174,3759 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3760,3760,False,4,0367,7,3,7630,367,7263,7263,3760 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3761,3761,False,4,1367,6,3,7631,1367,6264,6264,3761 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3762,3762,False,4,2367,5,3,7632,2367,5265,5265,3762 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3763,3763,False,3,3367,4,3,7633,3367,4266,4266,3763 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3764,3764,False,4,3467,4,2,7643,3467,4176,4176,3764 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3765,3765,False,4,3567,4,1,7653,3567,4086,4086,3765 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3766,3766,False,3,3667,4,0,7663,3667,3996,3996,3766 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3767,3767,False,3,3677,4,1,7763,3677,4086,4086,3767 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3768,3768,False,4,3678,5,1,8763,3678,5085,5085,3768 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3769,3769,False,4,3679,6,1,9763,3679,6084,6084,3769 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3770,3770,False,3,0377,7,4,7730,377,7353,7353,3770 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3771,3771,False,3,1377,6,4,7731,1377,6354,6354,3771 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3772,3772,False,3,2377,5,4,7732,2377,5355,5355,3772 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3773,3773,False,2,3377,4,4,7733,3377,4356,4356,3773 -> 4356 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3774,3774,False,3,3477,4,3,7743,3477,4266,4266,3774 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3775,3775,False,3,3577,4,2,7753,3577,4176,4176,3775 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3776,3776,False,3,3677,4,1,7763,3677,4086,4086,3776 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3777,3777,False,2,3777,4,0,7773,3777,3996,3996,3777 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3778,3778,False,3,3778,5,0,8773,3778,4995,4995,3778 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3779,3779,False,3,3779,6,0,9773,3779,5994,5994,3779 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3780,3780,False,4,0378,8,4,8730,378,8352,8352,3780 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3781,3781,False,4,1378,7,4,8731,1378,7353,7353,3781 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3782,3782,False,4,2378,6,4,8732,2378,6354,6354,3782 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3783,3783,False,3,3378,5,4,8733,3378,5355,5355,3783 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3784,3784,False,4,3478,5,3,8743,3478,5265,5265,3784 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3785,3785,False,4,3578,5,2,8753,3578,5175,5175,3785 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3786,3786,False,4,3678,5,1,8763,3678,5085,5085,3786 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3787,3787,False,3,3778,5,0,8773,3778,4995,4995,3787 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3788,3788,False,3,3788,5,1,8873,3788,5085,5085,3788 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3789,3789,False,4,3789,6,1,9873,3789,6084,6084,3789 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3790,3790,False,4,0379,9,4,9730,379,9351,9351,3790 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3791,3791,False,4,1379,8,4,9731,1379,8352,8352,3791 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3792,3792,False,4,2379,7,4,9732,2379,7353,7353,3792 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3793,3793,False,3,3379,6,4,9733,3379,6354,6354,3793 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3794,3794,False,4,3479,6,3,9743,3479,6264,6264,3794 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3795,3795,False,4,3579,6,2,9753,3579,6174,6174,3795 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3796,3796,False,4,3679,6,1,9763,3679,6084,6084,3796 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3797,3797,False,3,3779,6,0,9773,3779,5994,5994,3797 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3798,3798,False,4,3789,6,1,9873,3789,6084,6084,3798 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3799,3799,False,3,3799,6,2,9973,3799,6174,6174,3799 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3800,3800,False,3,0038,8,3,8300,38,8262,8262,3800 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3801,3801,False,4,0138,8,2,8310,138,8172,8172,3801 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3802,3802,False,4,0238,8,1,8320,238,8082,8082,3802 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3803,3803,False,3,0338,8,0,8330,338,7992,7992,3803 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3804,3804,False,4,0348,8,1,8430,348,8082,8082,3804 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3805,3805,False,4,0358,8,2,8530,358,8172,8172,3805 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3806,3806,False,4,0368,8,3,8630,368,8262,8262,3806 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3807,3807,False,4,0378,8,4,8730,378,8352,8352,3807 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3808,3808,False,3,0388,8,5,8830,388,8442,8442,3808 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3809,3809,False,4,0389,9,5,9830,389,9441,9441,3809 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3810,3810,False,4,0138,8,2,8310,138,8172,8172,3810 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3811,3811,False,3,1138,7,2,8311,1138,7173,7173,3811 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3812,3812,False,4,1238,7,1,8321,1238,7083,7083,3812 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3813,3813,False,3,1338,7,0,8331,1338,6993,6993,3813 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3814,3814,False,4,1348,7,1,8431,1348,7083,7083,3814 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3815,3815,False,4,1358,7,2,8531,1358,7173,7173,3815 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3816,3816,False,4,1368,7,3,8631,1368,7263,7263,3816 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3817,3817,False,4,1378,7,4,8731,1378,7353,7353,3817 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3818,3818,False,3,1388,7,5,8831,1388,7443,7443,3818 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3819,3819,False,4,1389,8,5,9831,1389,8442,8442,3819 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3820,3820,False,4,0238,8,1,8320,238,8082,8082,3820 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3821,3821,False,4,1238,7,1,8321,1238,7083,7083,3821 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3822,3822,False,3,2238,6,1,8322,2238,6084,6084,3822 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3823,3823,False,3,2338,6,0,8332,2338,5994,5994,3823 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3824,3824,False,4,2348,6,1,8432,2348,6084,6084,3824 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3825,3825,False,4,2358,6,2,8532,2358,6174,6174,3825 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3826,3826,False,4,2368,6,3,8632,2368,6264,6264,3826 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3827,3827,False,4,2378,6,4,8732,2378,6354,6354,3827 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3828,3828,False,3,2388,6,5,8832,2388,6444,6444,3828 -> 6444 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3829,3829,False,4,2389,7,5,9832,2389,7443,7443,3829 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3830,3830,False,3,0338,8,0,8330,338,7992,7992,3830 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3831,3831,False,3,1338,7,0,8331,1338,6993,6993,3831 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3832,3832,False,3,2338,6,0,8332,2338,5994,5994,3832 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3833,3833,False,2,3338,5,0,8333,3338,4995,4995,3833 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3834,3834,False,3,3348,5,1,8433,3348,5085,5085,3834 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3835,3835,False,3,3358,5,2,8533,3358,5175,5175,3835 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3836,3836,False,3,3368,5,3,8633,3368,5265,5265,3836 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3837,3837,False,3,3378,5,4,8733,3378,5355,5355,3837 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3838,3838,False,2,3388,5,5,8833,3388,5445,5445,3838 -> 5445 -> 1089 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3839,3839,False,3,3389,6,5,9833,3389,6444,6444,3839 -> 6444 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3840,3840,False,4,0348,8,1,8430,348,8082,8082,3840 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3841,3841,False,4,1348,7,1,8431,1348,7083,7083,3841 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3842,3842,False,4,2348,6,1,8432,2348,6084,6084,3842 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3843,3843,False,3,3348,5,1,8433,3348,5085,5085,3843 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3844,3844,False,3,3448,5,0,8443,3448,4995,4995,3844 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3845,3845,False,4,3458,5,1,8543,3458,5085,5085,3845 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3846,3846,False,4,3468,5,2,8643,3468,5175,5175,3846 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3847,3847,False,4,3478,5,3,8743,3478,5265,5265,3847 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3848,3848,False,3,3488,5,4,8843,3488,5355,5355,3848 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3849,3849,False,4,3489,6,4,9843,3489,6354,6354,3849 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3850,3850,False,4,0358,8,2,8530,358,8172,8172,3850 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
